"protein_id"	"protein_mw"	"protein_concentration"
"P58215"	83166	8208.7220457895
"P58511"	6886	29831.0841290757
"P58557"	19298	3705.07133321318
"P59665"	10201	3777.0781333463
"P59780"	22017	5121.37816333302
"P59826"	50342	16020.1006147197
"P60059"	7741	55160.0485376164
"P60201"	30077	5299.45634120184
"P60484"	47166	16729.5501376311
"P60602"	8183	50192.1134488517
"P60763"	21379	40968.3018209748
"P61018"	23587	15679.1838871797
"P61225"	20504	28865.1682831114
"P61244"	18275	13171.5363147273
"P61254"	17258	20291.736615115
"P61586"	21768	69316.9175489982
"P61587"	27368	22296.9985171016
"P61812"	47748	13340.0338726956
"P61966"	18733	34487.8712145617
"P62070"	23400	44339.4523084028
"P62253"	19509	27152.4487479989
"P62273"	6677	48298.3322490161
"P62328"	5053	45457.0651565758
"P62380"	20887	25862.8772406388
"P62491"	24394	25745.1346665703
"P62699"	13842	18302.307710472
"P62714"	35575	17651.6997362473
"P62745"	22123	19600.9013184969
"P62760"	22142	206550.452559444
"P62854"	13015	55592.0347804041
"P62877"	12274	47356.3183533451
"P62995"	33666	7764.93891285539
"P63027"	12663	24753.7553657327
"P63096"	40361	19290.283154008
"P63146"	17312	31688.0090370401
"P63167"	10366	39096.02852782
"P63172"	12452	43065.2443806477
"P63313"	5026	18408.307854647
"P67775"	35594	42736.0654698039
"P68104"	50141	68467.2727698028
"P68106"	11783	9667.74277759036
"P68133"	42051	21145.8479619543
"P68366"	49924	33328.0367303565
"P68371"	49831	130852.505872842
"P68400"	45144	24922.2624621496
"P68543"	29278	5756.8388724219
"P69892"	16126	27674.9133329355
"P78316"	97668	54953.3631553457
"P78324"	54967	51914.2002108091
"P78332"	128644	29239.8352820697
"P78345"	31834	21419.1885326937
"P78346"	29321	44170.966293732
"P78356"	47378	14214.0795367618
"P78362"	77527	25060.9495377577
"P78386"	55802	12726.0536911706
"P78536"	93021	13461.2597431264
"P78556"	10762	15141.8101763178
"P78559"	305485	25060.04407162
"P78560"	22745	18280.8543349342
"P80108"	92336	36412.6561421958
"P80188"	22588	10092.132684677
"P80217"	31546	18201.5038879072
"P80365"	44127	168681.323002594
"P80511"	10575	12676.7261263701
"P82094"	122842	60457.6581521958
"P82912"	20616	45736.6025396786
"P83111"	60694	201374.586141642
"P83876"	16786	24167.2160207357
"P83881"	12441	18437.8456430565
"P84077"	20697	19110.6813098949
"P84157"	21466	19556.7787521896
"P85037"	75457	41186.0987290008
"P85298"	53484	15317.0371352389
"P86452"	109973	8202.84236662503
"P98082"	82448	4561.90176239616
"P98095"	126573	6852.92136611358
"P98153"	60811	28667.9020255479
"P98155"	96098	63596.6987814461
"P98160"	468830	64502.9583328712
"P98164"	521958	43566.5464505039
"P98170"	56685	41094.2058480007
"P98196"	129756	4108.30360910863
"Q00403"	34833	29190.2347560154
"Q00536"	55716	25425.8594833542
"Q00537"	59582	26319.0789319965
"Q00613"	57260	16222.3712659437
"Q00653"	96749	126656.410436092
"Q01130"	25476	57304.6070154618
"Q01167"	69062	43552.1495208472
"Q01415"	50378	44422.520817064
"Q01459"	43760	17250.1700198129
"Q01484"	433715	54700.791552472
"Q01543"	50982	6106.21030403928
"Q01740"	60311	60381.5786741494
"Q01804"	124045	117624.280218272
"Q01826"	85957	14494.8208971135
"Q01955"	161813	4585.54527260089
"Q01970"	138799	46207.2935572894
"Q01973"	104283	43352.8773372451
"Q01974"	104757	13807.9513642855
"Q01995"	22611	37056.4368507381
"Q02078"	54811	9659.9461402209
"Q02083"	40066	75670.0538169346
"Q02153"	70514	28210.6466461196
"Q02156"	83674	27869.5027350225
"Q02224"	316415	8006.29976432154
"Q02241"	110059	81289.3573019287
"Q02338"	38157	19852.7880961668
"Q02388"	295220	36855.4876273961
"Q02413"	113748	33462.0037636564
"Q02487"	99962	52895.3539435226
"Q02539"	21842	4158.94396659506
"Q02817"	540300	55573.2178047859
"Q02833"	39945	33494.4801141625
"Q02880"	183267	45593.1913767983
"Q03001"	860662	74695.8219992657
"Q03135"	20472	22800.1942925753
"Q03154"	45885	64314.8388507295
"Q03167"	93499	9136.12963772033
"Q03169"	72661	28963.6869492605
"Q03393"	16386	7307.12048082729
"Q03426"	42451	26901.7079138582
"Q03518"	87218	22604.1190137638
"Q03519"	75664	45720.8689117133
"Q03701"	120974	31653.7173011507
"Q04446"	80474	63990.7150396564
"Q04656"	163374	34990.8066372586
"Q04695"	48106	80137.2794987207
"Q04724"	83201	30535.4009052999
"Q04727"	83755	7720.29941093282
"Q04756"	70682	24198.37730655
"Q04864"	68520	30018.7902773646
"Q04941"	16691	69022.1054922155
"Q05084"	54645	5122.34717789611
"Q05193"	97408	57640.6411023229
"Q05209"	88106	50079.3776029652
"Q05315"	16453	10529.9579140917
"Q05397"	119233	35239.644517616
"Q05469"	116598	18952.6073484254
"Q05513"	67660	9773.01537357437
"Q05655"	77505	47124.1719718225
"Q05823"	83533	27622.9370346566
"Q05932"	64609	18909.8988362797
"Q05D32"	52999	10650.4381542066
"Q06033"	99849	65947.294280065
"Q06136"	36187	34316.8121748179
"Q06187"	76281	73725.124186545
"Q06330"	55637	23549.1195993408
"Q06481"	86956	44906.0388723302
"Q06587"	42429	23061.3961369247
"Q06609"	36966	14414.4817013934
"Q06787"	71174	63195.7000670788
"Q07075"	109244	30695.9274677858
"Q07157"	195459	45096.5792626163
"Q07352"	36314	29408.4257931484
"Q07617"	103639	6745.30682277344
"Q07654"	8641	3722.38347105473
"Q07817"	26049	11671.7163924486
"Q07889"	152464	7318.40264778426
"Q07954"	504606	35953.2982979059
"Q08117"	21970	26937.1912004927
"Q08170"	56678	20839.4637777535
"Q08357"	70392	14952.6179229288
"Q08378"	167355	68587.70820342
"Q08431"	43123	19755.5986644483
"Q08499"	91115	6747.10039424966
"Q08623"	25249	4197.86639421184
"Q08999"	128367	4317.13031913203
"Q08AD1"	168089	5691.89481789672
"Q08AE8"	85544	20247.3532983666
"Q08AG7"	8479	26084.0134433402
"Q08AH3"	64223	19281.7596957272
"Q08AM6"	87973	36165.0547239464
"Q09472"	264161	13212.0885375977
"Q0JRZ9"	88924	36421.195707899
"Q0P5N6"	20936	9202.40395428119
"Q0PNE2"	29793	14559.8666503875
"Q0VD83"	114874	18538.00770407
"Q0VGL1"	10741	21696.6097591515
"Q0ZGT2"	80658	13316.8508334405
"Q10469"	51550	43439.0628381356
"Q10472"	64219	21202.6491997579
"Q10589"	19769	25834.1605547408
"Q11201"	39075	18486.779244635
"Q12768"	134286	48798.4817086443
"Q12770"	139729	19406.4947549997
"Q12774"	176799	23048.5127090355
"Q12778"	69662	33112.0127255143
"Q12788"	89035	39126.6665540255
"Q12800"	57256	37612.1138249724
"Q12802"	307550	67511.8030194232
"Q12805"	54641	8576.30080371551
"Q12834"	54723	4155.96267292861
"Q12840"	117378	61362.9703432475
"Q12841"	34986	18294.2441974092
"Q12846"	34180	39590.3776214881
"Q12857"	55944	417.23512098527
"Q12860"	113320	10775.7690534101
"Q12864"	92219	34187.2441642168
"Q12873"	226592	5086.982358705
"Q12882"	111401	35653.1485553541
"Q12899"	62166	44702.5957703515
"Q12913"	145941	23825.6215438861
"Q12926"	39504	10180.0887986467
"Q12933"	55859	24757.1564210292
"Q12955"	480410	80120.1514907176
"Q12962"	21711	23712.8733720129
"Q12965"	127062	59990.064694601
"Q12974"	19127	47076.9938198579
"Q12979"	97598	21538.2441137055
"Q12980"	63605	27713.5351877322
"Q12981"	26132	33158.718728321
"Q12999"	23053	5152.90786790715
"Q13009"	177508	76231.7504596502
"Q13017"	172460	27831.9555337223
"Q13033"	87209	42817.4555285248
"Q13049"	71989	18804.3501080731
"Q13075"	159582	84178.6006102955
"Q13077"	46164	14918.4535543977
"Q13107"	108565	25534.3449905873
"Q13111"	106926	17623.9808838406
"Q13113"	12227	19119.5877718176
"Q13114"	64490	11023.6058877423
"Q13129"	217953	95067.7056571093
"Q13137"	52254	16794.9639974875
"Q13158"	23279	20470.6738518241
"Q13163"	50112	8022.53656781238
"Q13188"	56301	45389.6678081281
"Q13190"	39673	27207.4907446121
"Q13191"	109450	7613.76835995327
"Q13201"	138110	19818.545431063
"Q13206"	100888	13968.6770585647
"Q13227"	36689	28583.0139892052
"Q13231"	51681	19635.7022705588
"Q13268"	29927	9250.07475248728
"Q13277"	33155	46789.2092872659
"Q13286"	47623	7014.41886435208
"Q13287"	35057	34470.7204679736
"Q13303"	41000	35244.379596134
"Q13315"	350687	26270.2843582451
"Q13322"	67231	38067.7990942091
"Q13332"	217041	6805.27262305194
"Q13356"	58823	9546.08535449927
"Q13370"	124333	31226.3162683901
"Q13393"	124184	17075.7795392059
"Q13415"	97350	36819.05728508
"Q13427"	88617	26322.8415823174
"Q13432"	26962	29535.8535030212
"Q13439"	261140	56779.1026138055
"Q13444"	92959	9710.33776948385
"Q13459"	243401	30727.8273811194
"Q13469"	100146	10100.8033304646
"Q13470"	72468	6846.98929744952
"Q13472"	112372	3166.85614518218
"Q13480"	76616	10755.7397785945
"Q13485"	60439	26961.324508117
"Q13488"	92968	19691.409448897
"Q13496"	69932	13374.7538794935
"Q13501"	47687	60211.0082843083
"Q13503"	15564	15517.3252632663
"Q13523"	116987	131223.800759272
"Q13535"	301367	19912.6051896033
"Q13541"	12580	30413.6511461411
"Q13542"	12939	12794.9197897429
"Q13546"	75931	16715.8879317681
"Q13554"	72678	15027.0763939833
"Q13555"	62609	63003.9873171079
"Q13557"	56369	35890.4483151867
"Q13568"	56044	58610.3062959222
"Q13569"	46053	14152.2916436785
"Q13572"	45621	41190.6628115877
"Q13601"	43665	25284.9587072986
"Q13608"	104061	20555.7354472628
"Q13610"	55828	30435.569944079
"Q13613"	74678	18240.0666968486
"Q13614"	73381	16606.8002836225
"Q13615"	133619	6124.59583160693
"Q13625"	125616	34681.751640321
"Q13627"	85584	4819.92157269574
"Q13643"	31192	33482.2292870448
"Q13686"	43832	10151.4475322747
"Q13753"	130976	15008.4494124535
"Q13769"	78508	42471.1154097651
"Q13772"	69726	13844.9291027827
"Q13795"	22614	49455.1898526261
"Q13822"	98994	17840.4937319483
"Q13882"	51834	24979.9158089718
"Q13884"	58061	37849.3340705649
"Q13885"	49907	34750.6548112088
"Q13905"	120548	7952.82061925869
"Q13938"	20967	13942.2454336765
"Q13948"	77455	49690.8023889357
"Q13950"	56648	52486.5592548386
"Q13951"	21508	90437.3698365453
"Q13976"	76364	26857.6165465723
"Q14002"	29379	6031.92317287335
"Q14004"	164923	10926.9268026155
"Q14005"	141752	20981.3942818824
"Q14055"	65131	16677.3791687941
"Q14061"	6915	38688.0496055859
"Q14112"	151254	101931.435108115
"Q14116"	22326	12305.0775724378
"Q14117"	56630	27333.1058700159
"Q14126"	122294	45973.9354511038
"Q14134"	65835	37450.8248069535
"Q14135"	30948	32228.1506560038
"Q14137"	83630	32340.262104392
"Q14145"	69666	12888.4239382517
"Q14146"	170544	46381.8405344236
"Q14147"	128120	34052.3027348799
"Q14149"	107113	61463.2320419571
"Q14151"	107473	19867.4701877592
"Q14153"	45768	23857.7537053717
"Q14161"	84543	16267.1321579579
"Q14168"	64581	24608.1700277875
"Q14185"	215346	35341.2010921427
"Q14186"	45070	21622.0002868178
"Q14191"	162461	21660.2073595534
"Q14192"	32193	22922.4731766808
"Q14202"	152379	17322.4362794496
"Q14241"	89909	18934.7515423842
"Q14244"	84052	35876.8723375134
"Q14289"	115875	70365.801361742
"Q14331"	29172	9388.27735615132
"Q14353"	26318	51166.7405017158
"Q14435"	72610	2976.6690800475
"Q14457"	51896	22198.9033665724
"Q14493"	31286	22088.2272901025
"Q14515"	75208	30470.9003789324
"Q14517"	506273	15200.8477668406
"Q14520"	62672	20291.5803781598
"Q14527"	113929	4491.13074347853
"Q14534"	63923	34777.4413003029
"Q14542"	50113	5734.37227026967
"Q14554"	59594	84081.7235461774
"Q14562"	139315	77631.5527718919
"Q14571"	308064	59121.8595612511
"Q14624"	103357	14600.3052512363
"Q14643"	313929	15710.150308447
"Q14644"	95699	33699.7155917329
"Q14653"	47219	26337.4427665375
"Q14657"	14804	31283.2167904112
"Q14669"	220434	47042.5684830425
"Q14674"	233175	38392.9066484156
"Q14678"	147289	11244.9288835278
"Q14681"	28527	12183.4016098669
"Q14686"	219145	18506.5047454715
"Q14687"	136164	38438.8524301305
"Q14689"	170369	17354.8965486938
"Q14690"	208701	94973.1209681011
"Q14692"	145807	33069.5808866645
"Q14693"	98664	8692.20283039386
"Q14699"	63146	22632.802028747
"Q14728"	48339	16555.5480027916
"Q14746"	83208	40504.5500138687
"Q14764"	99327	83456.8527944152
"Q14766"	186796	10412.92037587
"Q14767"	195052	18231.4264998107
"Q14781"	56081	39161.847944676
"Q147X3"	39320	30208.6721514643
"Q14814"	55938	9866.65441638933
"Q14865"	132375	43523.9617070246
"Q14914"	35870	110504.96051224
"Q14966"	220625	30809.0474774349
"Q14999"	191161	11210.0065242684
"Q149N8"	193079	2205.52263598455
"Q14BN4"	95198	42485.1003785211
"Q14CB8"	55756	39183.0803602531
"Q14CN2"	101283	12153.75735509
"Q14CZ7"	75689	8645.41136286968
"Q15007"	44244	59486.0082257994
"Q15013"	31052	22006.1618770725
"Q15014"	32308	14895.0180484391
"Q15022"	83055	15075.5955417966
"Q15024"	31821	27213.7385882378
"Q15025"	71864	12254.40447021
"Q15027"	81536	22866.7770556902
"Q15032"	120696	16431.9655829722
"Q15041"	23363	13984.2995299589
"Q15047"	143157	37395.8995202244
"Q15048"	54513	13676.2972155503
"Q15050"	41193	20466.606701069
"Q15052"	87499	55494.159991453
"Q15057"	88029	41091.9576648065
"Q15058"	186492	32268.9295643793
"Q15059"	79542	27697.8191908958
"Q15061"	74891	60448.6161870566
"Q15067"	74424	69353.7161482145
"Q15072"	33308	5266.28415125079
"Q15080"	39032	10452.1678167518
"Q15109"	42803	13378.1017067945
"Q15113"	47972	34450.4602812167
"Q15119"	46154	17058.1578960063
"Q15124"	62225	43692.1808659395
"Q15131"	41038	8700.52909061993
"Q15139"	101704	9411.53079361804
"Q15147"	134464	49521.7861527225
"Q15154"	228533	29187.5330764401
"Q15170"	18354	15325.0488789315
"Q15172"	56194	29701.3425181013
"Q15208"	54190	20569.70510756
"Q15262"	162102	28523.6051848663
"Q15269"	102452	111427.999082356
"Q15306"	51772	20140.2720734844
"Q15311"	76063	17354.3198950095
"Q15361"	103051	2448.15627922856
"Q15375"	112097	11695.7491171848
"Q15397"	73584	28769.1856208046
"Q15424"	102642	22871.221587259
"Q15434"	43959	4178.04216523543
"Q15527"	29648	29448.7685211522
"Q15528"	22221	27982.4243219968
"Q15532"	45929	12407.8019292373
"Q15542"	86830	27826.7134398142
"Q15573"	52676	9127.12467345268
"Q15582"	74681	12419.5900250284
"Q15596"	159157	23140.2475034947
"Q15628"	34247	14747.8822367402
"Q15633"	39039	10722.5708245316
"Q15642"	68352	29923.2340067327
"Q15643"	227586	51778.0428024917
"Q15646"	59226	4978.20882421264
"Q15649"	17607	14408.9898449751
"Q15650"	66146	9210.56965134461
"Q15652"	284525	1639.26906473067
"Q15678"	135261	47553.4333846229
"Q15714"	109677	16360.7410317905
"Q15723"	63967	26551.5397198376
"Q15746"	210715	28736.473037171
"Q15751"	532228	65761.9935557808
"Q15771"	23058	8802.31099885325
"Q15796"	52306	13462.7849831625
"Q15800"	35216	11628.4657020468
"Q15811"	195422	46382.8501663278
"Q15814"	39248	33347.4265272876
"Q15828"	16511	6652.98226150779
"Q15831"	48636	5860.72039920948
"Q15836"	11309	45412.3034756236
"Q15847"	7855	8123.78964010776
"Q15853"	36955	9239.14819776813
"Q15906"	40594	13403.6714163935
"Q15907"	24489	34645.207455182
"Q15910"	85363	32049.0929824121
"Q16342"	38592	8324.65440482115
"Q16352"	55391	61578.2967200517
"Q16363"	202524	35897.0259350553
"Q16401"	56196	50742.1893854251
"Q16566"	51926	16552.4784536242
"Q16594"	28974	8997.19565773636
"Q16610"	60674	52553.2316838844
"Q16611"	23409	31635.5411996333
"Q16644"	42987	12562.8565568912
"Q16650"	74053	65927.5621914451
"Q16663"	12248	7943.62027282207
"Q16666"	88256	26497.0603414578
"Q16698"	36068	23608.6586088297
"Q16706"	131141	35216.3075519682
"Q16719"	52352	32173.5402277145
"Q16760"	134525	2284.56105078984
"Q16773"	47875	39162.4579089241
"Q16787"	366649	16320.2135887425
"Q16790"	49698	29082.3603359977
"Q16798"	67068	21027.7105976341
"Q16799"	83618	11023.3720215629
"Q16819"	84419	5457.77974418205
"Q16820"	79571	13739.6265579824
"Q16831"	33934	13715.7593604607
"Q16854"	32056	17164.1136312514
"Q16875"	59609	17738.0604548514
"Q16878"	22972	8134.82040893357
"Q16880"	61438	16306.4427982134
"Q16890"	22449	14749.3131572015
"Q17R31"	30333	27892.1970331931
"Q17R89"	89247	8224.08660006851
"Q17RC7"	79896	38304.3180313215
"Q17RN3"	37329	19593.1020888563
"Q1ED39"	51589	14785.9773310708
"Q29960"	40753	10306.9060746188
"Q2KHR3"	189972	7719.73690660284
"Q2KHT3"	117715	42531.3344640898
"Q2M1P5"	150587	38656.8390492112
"Q2M2I3"	51780	10624.9399441661
"Q2M2I8"	103885	52405.8589881975
"Q2M389"	136403	37276.9140099346
"Q2M3G4"	90786	22899.3733186014
"Q2NKJ3"	134609	12435.0518882026
"Q2NKX8"	141103	32409.6789866703
"Q2PPJ7"	210770	23909.2389144689
"Q2PZI1"	77319	4547.18353567377
"Q2TAA2"	27599	33987.8777042642
"Q2TAA5"	55651	16807.2040820735
"Q2TAM9"	23390	35536.5222940844
"Q2TAZ0"	212860	4006.24931757318
"Q2TB10"	75236	4976.19577716004
"Q2TB90"	102545	43824.93957745
"Q2TBE0"	103787	14625.3333468802
"Q2VIR3"	51229	7681.35837467104
"Q2VPB7"	93949	9111.48810914675
"Q2VPK5"	56107	18554.2017323952
"Q32M88"	80655	8770.40508757289
"Q32P41"	58246	33603.083725792
"Q32P44"	95197	57854.5632068497
"Q3B7J2"	42255	5238.47981851849
"Q3B7T1"	138528	11699.748211125
"Q3KQU3"	92820	33489.5751350201
"Q3KQZ1"	32438	29064.6423115259
"Q3KR37"	85400	8191.06621791377
"Q3KRA6"	14609	17664.7239583852
"Q3L8U1"	326022	15444.714669065
"Q3MII6"	76327	4855.11094413014
"Q3SY69"	101746	33079.9095219746
"Q3SYG4"	99280	59449.757658498
"Q3V6T2"	216042	50943.139334128
"Q3YBM2"	29056	28433.2840921204
"Q3ZCW2"	18986	29077.9644971016
"Q460N5"	202800	48353.4270258845
"Q494V2"	71117	5076.21109481352
"Q495W5"	55816	25698.8881812347
"Q49A26"	60556	72707.0778141934
"Q49A88"	106302	24671.3003743873
"Q49B96"	10394	29704.9880235155
"Q49MG5"	74234	10102.1162042018
"Q4G0P3"	575892	31902.0847641448
"Q4J6C6"	83927	35868.7234811896
"Q4KMQ2"	106165	22474.989908113
"Q4KWH8"	189223	88283.3555602113
"Q4L180"	130382	36049.9633866308
"Q4LDG9"	21533	10945.8338887027
"Q4LE39"	147809	11380.288397694
"Q4U2R6"	15095	14199.9617301722
"Q4ZIN3"	67889	34811.4335021793
"Q504Q3"	135368	25290.7158524314
"Q52LR7"	91095	11942.8749759793
"Q53ET0"	73302	21509.8275431308
"Q53EU6"	48705	31843.43629506
"Q53EZ4"	54178	31190.4663009775
"Q53FA7"	35536	21957.6373136223
"Q53FZ2"	66153	4628.29227082873
"Q53GL0"	46237	22571.0466525613
"Q53H47"	78034	8882.03545139878
"Q53HC9"	43603	40920.4929230206
"Q53HL2"	31323	17990.4988800584
"Q53HV7"	29862	15888.2253594671
"Q53LP3"	55672	65939.3237643297
"Q53QZ3"	54544	16349.1654427855
"Q53R41"	97411	11479.3715147785
"Q53RD9"	47376	24005.8120049835
"Q53RE8"	19651	4076.55650321974
"Q53S33"	12114	7044.56531557099
"Q53SF7"	131787	26775.0236804456
"Q562E7"	211697	13526.817720326
"Q567V2"	23180	7680.79208683797
"Q56P03"	32762	13770.145365685
"Q58FF6"	58264	48362.8649040275
"Q58FG0"	38738	29194.9297438566
"Q58FG1"	47712	58751.354050738
"Q58WW2"	96292	3251.49308647408
"Q59H18"	92851	34740.7496371812
"Q5BJD5"	32513	29953.7117777939
"Q5BJF2"	20848	20225.7670156468
"Q5BKU9"	15855	8441.98359429933
"Q5C9Z4"	96257	19098.1014260161
"Q5D862"	248073	11189.0524921395
"Q5EBL8"	16131	16799.7811790583
"Q5EBM0"	49448	33269.9667069039
"Q5GLZ8"	118563	48266.807363133
"Q5H8A4"	108173	21201.3225319873
"Q5HYI7"	35093	20189.8441892356
"Q5HYK7"	86525	24668.7278166487
"Q5JPE7"	139439	8437.15188910765
"Q5JPI3"	37541	8724.96646689937
"Q5JPI9"	31830	8736.59421980135
"Q5JS37"	38283	11302.5891999152
"Q5JSL3"	237671	50247.322476361
"Q5JSP0"	79401	7970.99939646078
"Q5JSZ5"	242967	11125.1829945747
"Q5JTD0"	61821	24028.6366540297
"Q5JU69"	35714	25126.6571956451
"Q5K4L6"	78644	20154.3619442516
